time-1,0,400,451.292,509.16,574.45,648.111,731.217,824.981,930.767,1050.12,1184.77,1336.7,1508.1,1701.48,1919.66,2165.82,2443.54,2756.87,3110.38,3509.23,3959.21,4466.9,5039.68,5685.92,6415.02,7237.61,8165.68,9212.76,10394.1,11726.9,13230.7,14927.2,16841.3,19000.9,21437.3,24186.2,27287.6,30786.7,34734.4,39188.4,44213.5,49882.9,56279.4,63496,71638.1,80824.2,91188.2,102881,116074,130958,147750,166696,188071,212187,239396,270094,304727,343802,387888,437626,493743,557055,628486,709076
source-iicr-1,3224.77,9155.66,9057.75,8577.39,8655.04,9190.17,9350.06,9121.81,9031.82,9115.27,9083.23,8830.33,8534.87,10985.9,14474.5,19890.4,25173.8,38275.6,46440.1,52638.9,65996.2,70565.3,73247.1,77683.5,46710.9,23454.6,17335.4,9117.7,8953.2,9158.13,8799.66,8855.19,14619.3,29997.7,33333,32877.2,32784.9,33455.1,29640.7,14981,14916.9,14689.3,14435.5,14538.8,14509.6,14675,14984.5,14970.4,28853.9,56457.4,64169.6,61866,63197,58600.7,66425.8,70713.8,62020.7,58590.3,58242.4,69641.4,80614.3,68193,61298.7,60534.5
source-cdf-1,0.0003101,0.0804441,0.0856089,0.0915947,0.0984522,0.105871,0.113852,0.122804,0.132968,0.144298,0.156868,0.171051,0.18726,0.203457,0.217249,0.228665,0.238244,0.246063,0.252387,0.258405,0.264082,0.269539,0.275337,0.281521,0.290444,0.30889,0.340326,0.395667,0.469739,0.542321,0.612922,0.680603,0.731489,0.759424,0.777288,0.795035,0.813511,0.83221,0.852014,0.881687,0.915463,0.942363,0.962853,0.977427,0.987114,0.993134,0.996587,0.998436,0.999199,0.999458,0.99959,0.999696,0.999784,0.999855,0.999906,0.99994,0.999965,0.999981,0.999991,0.999996,0.999998,0.999999,1,1
source-pdf-1,0.000310004,0.000100436,0.000100951,0.000105907,0.000104165,9.72919e-05,9.47746e-05,9.61647e-05,9.59975e-05,9.38756e-05,9.28229e-05,9.38751e-05,9.52258e-05,7.25061e-05,5.4078e-05,3.87794e-05,3.02599e-05,1.96976e-05,1.60984e-05,1.40883e-05,1.11509e-05,1.03516e-05,9.8934e-06,9.2488e-06,1.51904e-05,2.94658e-05,3.80536e-05,6.62813e-05,5.92258e-05,4.99752e-05,4.39879e-05,3.60689e-05,1.83669e-05,8.0198e-06,6.68141e-06,6.23425e-06,5.68826e-06,5.01539e-06,4.99268e-06,7.89752e-06,5.66716e-06,3.92377e-06,2.57333e-06,1.55259e-06,8.88117e-07,4.67889e-07,2.27789e-07,1.04445e-07,2.7751e-08,9.60507e-09,6.38968e-09,4.9062e-09,3.41215e-09,2.47511e-09,1.41056e-09,8.46463e-10,5.71429e-10,3.1626e-10,1.49581e-10,5.71107e-11,2.3283e-11,1.16833e-11,4.2989e-12,1.15939e-12
inferred-iicr-1,182.482,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,12446.9,21488.6,38275.6,54342.7,63034.7,65997.2,66735.3,66879.7,66902,66904.7,23454.6,12293.2,12293.2,12293.2,12293.2,12293.2,12293.2,12293.2,29997.8,33285.8,33285.9,33285.9,33285.9,29640.5,14689.3,14689.3,14689.3,14689.3,14689.3,14689.3,14689.3,14689.3,14689.3,28853.8,62019,62019,62019,62019,62019,62019,62019,62019,62019,62019,62019,62019,62019,62019,62019
inferred-cdf-1,1.11022e-16,0.0478272,0.0497871,0.0519934,0.0544765,0.0572702,0.0604122,0.0639445,0.0679138,0.0723719,0.0773761,0.0829895,0.0892818,0.0963291,0.104215,0.113029,0.121038,0.12579,0.12911,0.132033,0.13504,0.138337,0.142022,0.146156,0.150796,0.156026,0.187172,0.221062,0.257604,0.296778,0.338499,0.382606,0.428848,0.471126,0.49033,0.510947,0.533208,0.557109,0.582612,0.640916,0.69737,0.750482,0.799301,0.843013,0.881012,0.912962,0.938835,0.958918,0.973702,0.976739,0.979685,0.982562,0.985323,0.987916,0.990296,0.992424,0.994269,0.995818,0.997069,0.998037,0.998751,0.999251,0.999579,0.99978
inferred-pdf-1,0.00547999,7.64985e-05,7.63411e-05,7.61638e-05,7.59643e-05,7.57399e-05,7.54874e-05,7.52036e-05,7.48847e-05,7.45266e-05,7.41245e-05,7.36735e-05,7.3168e-05,7.26018e-05,7.19683e-05,7.12602e-05,4.09037e-05,2.28399e-05,1.60259e-05,1.37697e-05,1.3106e-05,1.29117e-05,1.28287e-05,1.27626e-05,1.26927e-05,3.59833e-05,6.61201e-05,6.33633e-05,6.03908e-05,5.72042e-05,5.38103e-05,5.02224e-05,4.64608e-05,1.76304e-05,1.53119e-05,1.46925e-05,1.40237e-05,1.33057e-05,1.40817e-05,2.44452e-05,2.0602e-05,1.69864e-05,1.36629e-05,1.06872e-05,8.1003e-06,5.92525e-06,4.16389e-06,2.7967e-06,9.1143e-07,3.75057e-07,3.27568e-07,2.81168e-07,2.3666e-07,1.94844e-07,1.56466e-07,1.22163e-07,9.24009e-08,6.74315e-08,4.72614e-08,3.16488e-08,2.01315e-08,1.20838e-08,6.79363e-09,3.54757e-09
model-iicr-1
model-cdf-1
model-pdf-1
time-2,0,400,451.292,509.16,574.45,648.111,731.217,824.981,930.767,1050.12,1184.77,1336.7,1508.1,1701.48,1919.66,2165.82,2443.54,2756.87,3110.38,3509.23,3959.21,4466.9,5039.68,5685.92,6415.02,7237.61,8165.68,9212.76,10394.1,11726.9,13230.7,14927.2,16841.3,19000.9,21437.3,24186.2,27287.6,30786.7,34734.4,39188.4,44213.5,49882.9,56279.4,63496,71638.1,80824.2,91188.2,102881,116074,130958,147750,166696,188071,212187,239396,270094,304727,343802,387888,437626,493743,557055,628486,709076
source-iicr-2,3224.77,9155.66,9057.75,8577.39,8655.04,9190.17,9350.06,9121.81,9031.82,9115.27,9083.23,8830.33,8534.87,10985.9,14474.5,19890.4,25173.8,38275.6,46440.1,52638.9,65996.2,70565.3,73247.1,77683.5,46710.9,23454.6,17335.4,9117.7,8953.2,9158.13,8799.66,8855.19,14619.3,29997.7,33333,32877.2,32784.9,33455.1,29640.7,14981,14916.9,14689.3,14435.5,14538.8,14509.6,14675,14984.5,14970.4,28853.9,56457.4,64169.6,61866,63197,58600.7,66425.8,70713.8,62020.7,58590.3,58242.4,69641.4,80614.3,68193,61298.7,60534.5
source-cdf-2,0.0003101,0.0804441,0.0856089,0.0915947,0.0984522,0.105871,0.113852,0.122804,0.132968,0.144298,0.156868,0.171051,0.18726,0.203457,0.217249,0.228665,0.238244,0.246063,0.252387,0.258405,0.264082,0.269539,0.275337,0.281521,0.290444,0.30889,0.340326,0.395667,0.469739,0.542321,0.612922,0.680603,0.731489,0.759424,0.777288,0.795035,0.813511,0.83221,0.852014,0.881687,0.915463,0.942363,0.962853,0.977427,0.987114,0.993134,0.996587,0.998436,0.999199,0.999458,0.99959,0.999696,0.999784,0.999855,0.999906,0.99994,0.999965,0.999981,0.999991,0.999996,0.999998,0.999999,1,1
